iter	Logloss
192	0.0297100965
193	0.029562871
194	0.02933398937
195	0.02917000452
196	0.02901334037
197	0.02884869913
198	0.02869297916
199	0.02854272709
200	0.0284213633
201	0.02824609347
202	0.02809002105
203	0.02794990607
204	0.02780126752
205	0.02766594785
206	0.02753538793
207	0.02739064901
208	0.02725855316
209	0.02713696949
210	0.02693824368
211	0.02676848054
212	0.02661028208
213	0.02649294726
214	0.02631141894
215	0.02616144172
216	0.02602306637
217	0.02588614287
218	0.02576630854
219	0.025655174
220	0.02553792325
221	0.02538079833
222	0.02526900738
223	0.02511745705
224	0.0250016824
225	0.02488761344
226	0.02471367258
227	0.02459703782
228	0.02444897161
229	0.02430778956
230	0.0241864096
231	0.02408260384
232	0.02393799265
233	0.02381819065
234	0.02371173178
235	0.02359438726
236	0.02348840534
237	0.02338634245
238	0.02328522051
239	0.02318792544
240	0.02309162953
241	0.02293509311
242	0.02278768168
243	0.02268021557
244	0.02255983963
245	0.02247647457
246	0.02237602844
247	0.02226701347
248	0.02215637528
249	0.02202420183
250	0.02193003034
251	0.02183950789
252	0.02169530897
253	0.02160801357
254	0.02152687965
255	0.02142978991
256	0.02133535975
257	0.02125784414
258	0.0211644972
259	0.02107101284
260	0.02098032548
261	0.02089876312
262	0.02078997126
263	0.02071658971
264	0.02061437484
265	0.02050108192
266	0.0204070511
267	0.02032171683
268	0.02020634476
269	0.02010107583
270	0.02002592554
271	0.0199455709
272	0.01987169947
273	0.01979554194
274	0.01971398281
275	0.01958210522
276	0.01950146118
277	0.01943850935
278	0.01936288535
279	0.01928354927
280	0.01920131271
281	0.01914436716
282	0.01907020147
283	0.01897980513
284	0.01890436221
285	0.0188409011
286	0.01876830853
287	0.01870367203
288	0.01859753975
289	0.01851799834
290	0.01844427403
291	0.0183780127
292	0.01828794455
293	0.0182121896
294	0.01812737593
295	0.01805338324
296	0.0179768684
297	0.01787980939
298	0.01779129495
299	0.01773105766
300	0.01765156961
301	0.01756234541
302	0.01748001347
303	0.01741379094
304	0.0173389834
305	0.01726999459
306	0.01718950252
307	0.01712107796
308	0.0170378956
309	0.01697633095
310	0.01691205338
311	0.01683773573
312	0.01675676995
313	0.01669295154
314	0.01661324522
315	0.01655669253
316	0.01649057508
317	0.01643994783
318	0.01638031521
319	0.01629573759
320	0.01622710446
321	0.01617753942
322	0.01612042572
323	0.01605399624
324	0.01599187219
325	0.01593518855
326	0.01586719243
327	0.01582366114
328	0.01577082053
329	0.01571263168
330	0.01566804788
331	0.01562824161
332	0.01556501493
333	0.01551300858
334	0.01544752328
335	0.01539830261
336	0.01533832239
337	0.01527011771
338	0.01522167793
339	0.01513661689
340	0.01509913876
341	0.01505789841
342	0.0150092339
343	0.01496445447
344	0.01490885406
345	0.01486896048
346	0.01479943167
347	0.01473532709
348	0.01468878701
349	0.01463104277
350	0.01458775237
351	0.01454079355
352	0.01450733953
353	0.014452596
354	0.01440438741
355	0.01434922514
356	0.01430161638
357	0.01425461713
358	0.01420695178
359	0.01415504567
360	0.01411440676
361	0.01407834652
362	0.01403518062
363	0.01398445474
364	0.01394099943
365	0.01389546336
366	0.01384470676
367	0.01379164951
368	0.01374881504
369	0.01370578171
370	0.01364147989
371	0.01359545717
372	0.01354043394
373	0.01349617106
374	0.01346023774
375	0.01342825821
376	0.01339007516
377	0.01335355091
378	0.01331361772
379	0.01327812577
380	0.01324213586
381	0.01320682984
382	0.01316261223
383	0.01311423632
384	0.01308634234
385	0.0130365566
386	0.01297840413
387	0.01295047459
388	0.01292245612
389	0.0128722476
390	0.01283853409
391	0.01279158739
392	0.01275862082
393	0.01271928017
394	0.01267444173
395	0.01263565644
396	0.01258179405
397	0.01252589776
398	0.01247619287
399	0.01243971793
400	0.01240758804
401	0.01237054966
402	0.01234053206
403	0.0123020006
404	0.01225571193
405	0.01222019896
406	0.01218361166
407	0.01214613433
408	0.01211322435
409	0.0120852568
410	0.01205026686
411	0.01200247217
412	0.01197769611
413	0.01194208695
414	0.0119011546
415	0.0118562814
416	0.0118248265
417	0.01179199009
418	0.01176416644
419	0.01172907625
420	0.01168779549
421	0.0116676943
422	0.01164326019
423	0.01161984949
424	0.0115825597
425	0.01153658387
426	0.01149917363
427	0.01145910464
428	0.01142939988
429	0.01140384778
430	0.01137481156
431	0.01135238709
432	0.01132843073
433	0.01130449135
434	0.01127944368
435	0.01125835788
436	0.01122054588
437	0.01119071987
438	0.01115229431
439	0.01112793457
440	0.011080325
441	0.01105165902
442	0.01102489677
443	0.01098325143
444	0.01094688966
445	0.01092008942
446	0.01088959569
447	0.01085655395
448	0.01082184774
449	0.01078747379
450	0.01076870481
451	0.01073337777
452	0.01071073826
453	0.01067327387
454	0.0106470985
455	0.0106236967
456	0.01059822301
457	0.01057880167
458	0.010536276
459	0.01050564808
460	0.01048276525
461	0.01045546705
462	0.01042750274
463	0.01040647595
464	0.01037545597
465	0.01035312364
466	0.0103306062
467	0.01030712113
468	0.01028944589
469	0.01025396041
470	0.01022889172
471	0.01020122894
472	0.01018356098
473	0.01015752223
474	0.01012555401
475	0.010103444
476	0.01007996943
477	0.01004925986
478	0.01001986149
479	0.009990124403
480	0.009964586045
481	0.009942813932
482	0.009909671946
483	0.009889070368
484	0.00985345878
485	0.009814218371
486	0.00978685469
487	0.009759929151
488	0.009739094759
489	0.009715381724
490	0.009688144958
491	0.009653433906
492	0.009631254369
493	0.009611225933
494	0.009589782022
495	0.00956787976
496	0.009541474817
497	0.009519762524
498	0.009492658333
499	0.009458287609
500	0.009442426375
501	0.009412133122
502	0.009385391085
503	0.009365286661
504	0.009347345463
505	0.009323515213
506	0.009306602275
507	0.009283282113
508	0.00925791594
509	0.009226047154
510	0.009207034044
511	0.009177245221
512	0.009154675236
513	0.009134447938
514	0.00910654345
515	0.009085498879
516	0.009069866416
517	0.009052176625
518	0.009036827095
519	0.00901599917
520	0.008993283677
521	0.008966372689
522	0.008950718399
523	0.008927183208
524	0.008908631683
525	0.008894746939
526	0.008874124343
527	0.008856766796
528	0.008841900678
529	0.008818504528
530	0.008793586198
531	0.008777479215
532	0.008763101359
533	0.008744817408
534	0.008721626587
535	0.008699630552
536	0.008675324974
537	0.008656841353
538	0.008633461371
539	0.008612987517
540	0.008591574325
541	0.008565621267
542	0.008539320606
543	0.008523223324
544	0.008501215164
545	0.00848233867
546	0.008460700748
547	0.008439059592
548	0.00842096076
549	0.008405498057
550	0.008386403301
551	0.0083638414
552	0.008344101555
553	0.008327401221
554	0.008313088844
555	0.008293733788
556	0.008277466747
557	0.008257003402
558	0.008243670781
559	0.008221121814
560	0.008206723749
561	0.008187453573
562	0.008166907773
563	0.008142660399
564	0.008124652914
565	0.008101605176
566	0.008082478892
567	0.008068517352
568	0.008054517818
569	0.008034366507
570	0.008017019469
571	0.008003353796
572	0.007986261398
573	0.007964108538
574	0.007949393587
575	0.007936472432
576	0.007910090933
577	0.00789574137
578	0.007880932647
579	0.007863820847
580	0.007847450333
581	0.00783282592
582	0.007816414987
583	0.007803387126
584	0.007781824383
585	0.007761521906
586	0.007737544531
587	0.007725398613
588	0.007708174449
589	0.007691852437
590	0.007679475323
591	0.007666966442
592	0.007652457628
593	0.007638780638
594	0.007624709966
595	0.007611173634
596	0.007597645385
597	0.007582136605
598	0.007565795192
599	0.007552538559
600	0.007539532525
601	0.007524825658
602	0.007506469761
603	0.00748975811
604	0.007476548363
605	0.007462498709
606	0.00744509751
607	0.007435282961
608	0.007421735312
609	0.007403252499
610	0.007379630811
611	0.007361499644
612	0.007346158198
613	0.00733243513
614	0.007322317439
615	0.007302998761
616	0.007284523223
617	0.007268772737
618	0.007248717624
619	0.007234860365
620	0.00722043158
621	0.007208395602
622	0.007193310413
623	0.007178293936
624	0.007164492455
625	0.007155137875
626	0.007144089738
627	0.007132394089
628	0.007117941861
629	0.007106075643
630	0.007090071325
631	0.007072898089
632	0.007053749979
633	0.007040663915
634	0.00702348017
635	0.007005298074
636	0.006990756117
637	0.006973620066
638	0.006960531577
639	0.006945163454
640	0.006932298078
641	0.006913440176
642	0.006897627444
643	0.006886887301
644	0.006874410755
645	0.006861389361
646	0.006848089076
647	0.006828551327
648	0.00681564634
649	0.006798336487
650	0.006784122732
651	0.006768301512
652	0.006756530683
653	0.006744685887
654	0.00673141915
655	0.006719211391
656	0.006703867924
657	0.00669267145
658	0.006679619337
659	0.006669181528
660	0.006658165322
661	0.006647733171
662	0.006637903264
663	0.006625108216
664	0.006610920329
665	0.006600447759
666	0.006591160275
667	0.006578821559
668	0.006569114525
669	0.006559118091
670	0.006547061096
671	0.006535643933
672	0.006521962092
673	0.006511043701
